timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu, clocks.current.sm [MHz]
2026/09/23 01:55:21.368, 0, 84 %, 74 %, 3567 MiB, 49140 MiB, 275.68 W, 300.00 W, 58, 2430 MHz
2026/09/23 01:55:22.368, 0, 88 %, 77 %, 3567 MiB, 49140 MiB, 276.89 W, 300.00 W, 59, 2415 MHz
2026/09/23 01:55:23.369, 0, 93 %, 84 %, 3567 MiB, 49140 MiB, 277.45 W, 300.00 W, 59, 2370 MHz
2026/09/23 01:55:24.370, 0, 90 %, 81 %, 3567 MiB, 49140 MiB, 267.71 W, 300.00 W, 60, 2670 MHz
2026/09/23 01:55:25.371, 0, 9 %, 0 %, 3567 MiB, 49140 MiB, 144.83 W, 300.00 W, 54, 2745 MHz
2026/09/23 01:55:26.371, 0, 0 %, 0 %, 3567 MiB, 49140 MiB, 118.59 W, 300.00 W, 60, 2505 MHz
2026/09/23 01:55:27.372, 0, 91 %, 80 %, 3567 MiB, 49140 MiB, 280.34 W, 300.00 W, 61, 2565 MHz
2026/09/23 01:55:28.373, 0, 85 %, 75 %, 3567 MiB, 49140 MiB, 280.79 W, 300.00 W, 60, 2520 MHz
2026/09/23 01:55:29.374, 0, 90 %, 81 %, 3567 MiB, 49140 MiB, 279.46 W, 300.00 W, 59, 2415 MHz
2026/09/23 01:55:30.375, 0, 92 %, 82 %, 3567 MiB, 49140 MiB, 280.64 W, 300.00 W, 60, 2535 MHz
2026/09/23 01:55:31.375, 0, 91 %, 81 %, 3567 MiB, 49140 MiB, 280.87 W, 300.00 W, 60, 2565 MHz
2026/09/23 01:55:32.377, 0, 85 %, 76 %, 3567 MiB, 49140 MiB, 279.94 W, 300.00 W, 62, 2595 MHz
2026/09/23 01:55:33.378, 0, 91 %, 81 %, 3567 MiB, 49140 MiB, 281.48 W, 300.00 W, 62, 2385 MHz
2026/09/23 01:55:34.379, 0, 87 %, 77 %, 3567 MiB, 49140 MiB, 282.89 W, 300.00 W, 62, 2400 MHz
2026/09/23 01:55:35.380, 0, 94 %, 80 %, 3567 MiB, 49140 MiB, 281.49 W, 300.00 W, 61, 2415 MHz
2026/09/23 01:55:36.380, 0, 87 %, 77 %, 3567 MiB, 49140 MiB, 280.43 W, 300.00 W, 63, 2505 MHz
2026/09/23 01:55:37.381, 0, 88 %, 78 %, 3567 MiB, 49140 MiB, 284.01 W, 300.00 W, 62, 2370 MHz
2026/09/23 01:55:38.381, 0, 56 %, 37 %, 3567 MiB, 49140 MiB, 237.70 W, 300.00 W, 59, 2745 MHz
2026/09/23 01:55:39.382, 0, 0 %, 0 %, 3567 MiB, 49140 MiB, 79.45 W, 300.00 W, 57, 2745 MHz
2026/09/23 01:55:40.383, 0, 91 %, 82 %, 3567 MiB, 49140 MiB, 178.83 W, 300.00 W, 61, 2460 MHz
2026/09/23 01:55:41.384, 0, 86 %, 76 %, 3567 MiB, 49140 MiB, 273.61 W, 300.00 W, 62, 2400 MHz
2026/09/23 01:55:42.384, 0, 85 %, 75 %, 3567 MiB, 49140 MiB, 273.86 W, 300.00 W, 63, 2505 MHz
2026/09/23 01:55:43.386, 0, 91 %, 79 %, 3567 MiB, 49140 MiB, 274.70 W, 300.00 W, 65, 2610 MHz
2026/09/23 01:55:44.386, 0, 88 %, 77 %, 3567 MiB, 49140 MiB, 270.28 W, 300.00 W, 64, 2370 MHz
2026/09/23 01:55:45.387, 0, 87 %, 77 %, 3567 MiB, 49140 MiB, 273.96 W, 300.00 W, 63, 2475 MHz
2026/09/23 01:55:46.388, 0, 87 %, 77 %, 3567 MiB, 49140 MiB, 273.33 W, 300.00 W, 64, 2460 MHz
2026/09/23 01:55:47.389, 0, 90 %, 78 %, 3567 MiB, 49140 MiB, 274.14 W, 300.00 W, 66, 2610 MHz
2026/09/23 01:55:48.390, 0, 86 %, 75 %, 3567 MiB, 49140 MiB, 272.93 W, 300.00 W, 65, 2490 MHz
2026/09/23 01:55:49.390, 0, 86 %, 76 %, 3567 MiB, 49140 MiB, 273.91 W, 300.00 W, 64, 2355 MHz
2026/09/23 01:55:50.391, 0, 89 %, 79 %, 3567 MiB, 49140 MiB, 274.71 W, 300.00 W, 65, 2460 MHz
2026/09/23 01:55:51.392, 0, 86 %, 75 %, 3567 MiB, 49140 MiB, 271.07 W, 300.00 W, 66, 2625 MHz
2026/09/23 01:55:52.393, 0, 57 %, 37 %, 3567 MiB, 49140 MiB, 194.04 W, 300.00 W, 60, 2745 MHz
2026/09/23 01:55:53.394, 0, 0 %, 0 %, 3567 MiB, 49140 MiB, 81.25 W, 300.00 W, 59, 2745 MHz
2026/09/23 01:55:54.394, 0, 91 %, 80 %, 3567 MiB, 49140 MiB, 222.07 W, 300.00 W, 65, 2505 MHz
